Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Children,Education_Graduate,Education_Postgraduate,Education_Undergraduate,Living_With_Alone,Living_With_Partner
71499.0,12,2,8,3,13,4,0,0,55,369,795,1,0.0,1.0,0.0,0.0,1.0
62466.0,13,5,6,3,12,4,0,0,56,165,889,1,0.0,0.0,1.0,0.0,1.0
48799.0,9,3,3,2,7,3,0,0,63,236,331,1,0.0,1.0,0.0,1.0,0.0
52157.0,48,2,3,2,5,4,0,0,76,22,265,1,0.0,1.0,0.0,0.0,1.0
66565.0,80,4,4,2,9,8,0,0,64,571,1065,1,1.0,0.0,0.0,1.0,0.0
29298.0,60,1,1,0,2,5,0,0,75,295,11,2,0.0,1.0,0.0,0.0,1.0
47691.0,43,1,1,0,2,6,0,0,47,359,21,1,1.0,0.0,0.0,1.0,0.0
38200.0,19,1,1,0,2,7,0,0,56,569,17,2,1.0,0.0,0.0,0.0,1.0
44989.0,26,5,5,1,5,6,0,0,52,655,369,1,1.0,0.0,0.0,0.0,1.0
38443.0,58,2,1,0,3,7,0,0,58,153,38,2,0.0,1.0,0.0,0.0,1.0
38593.0,42,3,4,1,3,8,0,0,48,289,177,1,0.0,0.0,1.0,1.0,0.0
64413.0,27,1,5,1,5,5,0,0,56,332,279,1,0.0,1.0,0.0,0.0,1.0
36959.0,56,2,2,0,3,8,0,0,45,270,62,1,0.0,1.0,0.0,0.0,1.0
61996.0,27,3,6,4,8,5,0,1,49,514,1230,1,0.0,1.0,0.0,0.0,1.0
51287.0,10,3,4,1,3,7,0,0,58,89,182,2,1.0,0.0,0.0,0.0,1.0
13260.0,48,4,3,0,3,8,0,0,56,310,49,2,1.0,0.0,0.0,0.0,1.0
47472.0,39,2,2,0,4,5,0,0,60,286,75,2,0.0,1.0,0.0,0.0,1.0
54603.0,85,6,4,2,4,7,0,0,70,355,227,2,0.0,1.0,0.0,0.0,1.0
45207.0,64,5,3,1,6,6,0,0,52,596,215,2,0.0,1.0,0.0,0.0,1.0
40689.0,69,7,7,1,5,8,0,0,75,468,444,1,1.0,0.0,0.0,0.0,1.0
47821.0,54,1,1,0,3,8,0,0,59,252,47,2,0.0,0.0,1.0,0.0,1.0
27450.0,57,1,2,1,3,7,0,0,75,440,143,0,0.0,1.0,0.0,0.0,1.0
39453.0,64,2,2,0,3,6,0,0,43,87,55,1,1.0,0.0,0.0,0.0,1.0
26850.0,10,4,2,1,4,4,0,0,55,72,63,2,0.0,0.0,1.0,0.0,1.0
79800.0,65,1,5,11,5,3,0,1,71,644,1867,0,1.0,0.0,0.0,1.0,0.0
61794.0,74,2,4,4,10,2,0,0,65,288,611,1,0.0,1.0,0.0,0.0,1.0
53863.0,4,3,7,1,7,7,0,0,71,43,473,1,1.0,0.0,0.0,0.0,1.0
24221.0,94,1,1,1,3,4,0,0,67,313,55,0,1.0,0.0,0.0,0.0,1.0
39684.0,41,2,2,1,2,7,1,1,42,625,81,1,0.0,1.0,0.0,1.0,0.0
92163.0,25,0,5,11,5,2,0,1,51,564,2086,0,0.0,1.0,0.0,0.0,1.0
69882.0,94,1,3,7,9,1,0,0,61,231,1478,0,0.0,1.0,0.0,1.0,0.0
33178.0,9,1,1,0,3,4,0,0,49,150,49,1,1.0,0.0,0.0,0.0,1.0
59973.0,47,1,3,4,7,1,0,0,54,291,382,0,0.0,1.0,0.0,0.0,1.0
17459.0,12,3,3,1,2,7,0,1,51,283,69,1,0.0,1.0,0.0,0.0,1.0
23910.0,80,1,2,0,3,7,0,0,57,611,67,1,1.0,0.0,0.0,1.0,0.0
42169.0,20,2,1,0,3,8,0,0,57,253,30,2,0.0,1.0,0.0,0.0,1.0
26224.0,39,3,2,1,3,6,0,0,48,390,63,1,0.0,0.0,1.0,0.0,1.0
31089.0,57,3,3,0,4,8,0,0,45,681,79,1,1.0,0.0,0.0,0.0,1.0
30081.0,27,1,1,0,3,7,0,0,65,493,42,1,1.0,0.0,0.0,1.0,0.0
62807.0,83,3,5,3,12,5,0,0,66,667,819,1,1.0,0.0,0.0,0.0,1.0
72906.0,79,1,3,4,9,1,0,0,71,285,1151,0,1.0,0.0,0.0,1.0,0.0
61467.0,69,3,5,2,10,5,0,0,78,567,594,2,0.0,1.0,0.0,0.0,1.0
49618.0,77,4,3,1,3,7,0,0,60,519,129,2,0.0,1.0,0.0,0.0,1.0
21888.0,15,4,5,1,2,10,0,1,40,547,213,1,0.0,1.0,0.0,1.0,0.0
42429.0,99,2,1,1,3,5,0,0,53,138,67,1,1.0,0.0,0.0,1.0,0.0
26150.0,61,1,1,0,3,7,0,0,70,475,28,3,1.0,0.0,0.0,1.0,0.0
30801.0,23,2,1,0,3,7,0,0,51,611,45,1,0.0,0.0,1.0,0.0,1.0
81168.0,84,1,6,4,7,3,0,0,61,53,1193,0,1.0,0.0,0.0,0.0,1.0
26877.0,74,2,3,1,6,6,0,0,57,314,268,0,0.0,1.0,0.0,1.0,0.0
45006.0,90,1,3,1,7,3,0,0,82,346,266,0,0.0,1.0,0.0,1.0,0.0
18978.0,41,1,1,0,3,8,0,0,53,565,37,1,0.0,0.0,1.0,0.0,1.0
22574.0,28,2,2,0,3,7,0,0,59,244,37,3,1.0,0.0,0.0,0.0,1.0
48240.0,73,3,6,3,13,5,0,1,57,597,882,0,0.0,1.0,0.0,1.0,0.0
45837.0,88,5,6,2,5,7,0,0,52,338,373,2,1.0,0.0,0.0,0.0,1.0
35791.0,94,2,1,0,3,8,0,0,61,419,35,3,0.0,1.0,0.0,1.0,0.0
162397.0,31,0,0,0,1,1,0,0,50,391,107,2,0.0,1.0,0.0,0.0,1.0
54162.0,31,1,1,0,3,4,0,0,48,468,42,2,1.0,0.0,0.0,1.0,0.0
30522.0,6,5,1,2,9,2,0,0,66,681,326,1,0.0,1.0,0.0,0.0,1.0
54456.0,23,3,6,1,7,6,0,0,65,353,404,1,0.0,1.0,0.0,0.0,1.0
31632.0,92,1,2,1,2,7,0,0,55,350,95,0,1.0,0.0,0.0,1.0,0.0
72298.0,52,1,4,3,6,1,0,0,77,111,939,0,1.0,0.0,0.0,1.0,0.0
36975.0,50,1,1,0,3,7,0,0,48,183,33,1,0.0,0.0,1.0,1.0,0.0
72635.0,54,1,6,8,6,3,0,0,71,391,981,0,0.0,0.0,1.0,0.0,1.0
13624.0,93,2,2,0,3,6,0,0,50,525,36,1,1.0,0.0,0.0,0.0,1.0
84196.0,56,1,8,4,7,3,0,0,51,391,1237,1,1.0,0.0,0.0,1.0,0.0
70971.0,28,7,11,11,5,7,0,1,66,646,1825,1,1.0,0.0,0.0,0.0,1.0
34487.0,94,3,3,0,3,9,0,0,49,661,103,2,0.0,1.0,0.0,1.0,0.0
28769.0,76,3,4,1,4,9,0,0,49,558,191,1,1.0,0.0,0.0,1.0,0.0
69084.0,43,2,7,3,13,8,0,0,56,222,1586,1,0.0,1.0,0.0,0.0,1.0
65488.0,46,1,3,4,6,1,0,0,68,16,963,0,0.0,1.0,0.0,0.0,1.0
62466.0,13,5,6,3,12,4,0,0,56,165,889,1,0.0,0.0,1.0,0.0,1.0
32218.0,27,1,2,1,3,7,0,1,66,134,93,0,0.0,0.0,1.0,1.0,0.0
83917.0,12,1,6,7,7,3,0,1,53,437,1587,0,1.0,0.0,0.0,1.0,0.0
46102.0,3,1,1,0,2,7,0,0,64,111,16,3,1.0,0.0,0.0,1.0,0.0
84574.0,72,1,9,11,11,5,0,0,74,390,1375,0,1.0,0.0,0.0,1.0,0.0
56181.0,6,1,4,2,7,4,0,0,64,537,393,1,1.0,0.0,0.0,0.0,1.0
63120.0,53,5,8,4,9,7,0,1,76,639,1477,1,0.0,1.0,0.0,1.0,0.0
73691.0,58,2,6,2,8,2,0,0,55,235,1179,1,1.0,0.0,0.0,0.0,1.0
63381.0,78,4,4,5,13,2,0,0,66,632,1005,1,1.0,0.0,0.0,0.0,1.0
76140.0,57,1,5,9,6,2,0,0,78,47,1348,0,0.0,1.0,0.0,0.0,1.0
62859.0,37,4,9,4,6,6,0,0,67,546,1307,1,0.0,1.0,0.0,1.0,0.0
45906.0,20,2,5,4,4,5,0,0,62,418,486,1,1.0,0.0,0.0,1.0,0.0
77632.0,73,1,4,2,6,2,0,1,79,476,2252,0,0.0,1.0,0.0,0.0,1.0
46463.0,56,7,3,1,6,6,0,0,55,315,235,2,0.0,1.0,0.0,0.0,1.0
105471.0,36,0,9,8,13,3,0,1,56,524,1724,0,1.0,0.0,0.0,0.0,1.0
55282.0,9,1,3,1,6,4,0,0,56,198,235,1,0.0,1.0,0.0,1.0,0.0
78710.0,42,3,7,6,12,4,0,0,49,37,1092,1,0.0,1.0,0.0,0.0,1.0
66886.0,28,2,7,1,7,5,0,0,68,286,599,1,1.0,0.0,0.0,0.0,1.0
98777.0,23,0,4,6,9,1,0,0,66,132,2008,0,0.0,1.0,0.0,1.0,0.0
29103.0,38,2,1,0,3,9,0,0,41,671,48,1,1.0,0.0,0.0,0.0,1.0
67445.0,63,5,9,6,12,6,0,0,52,686,1174,1,1.0,0.0,0.0,0.0,1.0
50616.0,71,1,1,1,4,2,0,0,76,77,67,1,0.0,1.0,0.0,0.0,1.0
49431.0,9,2,7,1,5,8,0,0,71,695,365,1,1.0,0.0,0.0,1.0,0.0
153924.0,81,0,0,0,0,0,0,0,51,142,6,0,1.0,0.0,0.0,1.0,0.0
61278.0,87,2,3,1,4,6,0,0,73,176,165,1,1.0,0.0,0.0,0.0,1.0
26490.0,92,2,3,1,5,6,0,0,68,645,210,0,0.0,0.0,1.0,0.0,1.0
73059.0,36,1,9,3,13,4,0,0,79,302,1095,1,0.0,1.0,0.0,0.0,1.0
46734.0,86,4,3,2,3,6,0,0,60,251,223,3,0.0,1.0,0.0,1.0,0.0
56253.0,83,4,7,2,9,6,0,0,63,569,597,1,1.0,0.0,0.0,0.0,1.0
19986.0,74,1,0,0,3,7,0,0,41,227,22,1,1.0,0.0,0.0,0.0,1.0
58330.0,87,1,6,4,13,4,0,0,51,186,1064,1,1.0,0.0,0.0,1.0,0.0
25965.0,29,1,2,0,3,8,0,0,46,660,74,0,0.0,0.0,1.0,0.0,1.0
14661.0,88,1,1,0,3,6,0,0,70,544,26,0,0.0,1.0,0.0,0.0,1.0
18690.0,77,1,1,1,2,8,0,0,67,548,60,0,1.0,0.0,0.0,0.0,1.0
45068.0,25,1,1,0,2,7,0,0,52,409,20,1,0.0,1.0,0.0,0.0,1.0
21063.0,34,2,2,0,3,6,0,0,39,277,59,1,0.0,0.0,1.0,1.0,0.0
29187.0,43,1,1,0,3,8,0,0,58,416,34,1,0.0,1.0,0.0,0.0,1.0
54690.0,76,3,3,1,5,3,0,0,55,234,198,2,0.0,0.0,1.0,0.0,1.0
59304.0,81,3,7,8,10,5,0,0,62,335,1048,1,0.0,1.0,0.0,0.0,1.0
59247.0,87,5,5,2,9,6,0,0,64,233,574,2,0.0,1.0,0.0,1.0,0.0
66731.0,33,4,4,3,6,3,0,0,56,655,1029,1,1.0,0.0,0.0,1.0,0.0
77353.0,38,2,6,4,8,4,0,0,46,195,670,1,1.0,0.0,0.0,0.0,1.0
52614.0,63,2,2,4,8,8,0,0,51,575,990,1,0.0,1.0,0.0,1.0,0.0
26751.0,26,1,1,0,2,8,0,0,52,38,11,2,1.0,0.0,0.0,0.0,1.0
81300.0,17,3,10,3,5,5,0,1,63,607,1241,1,0.0,1.0,0.0,0.0,1.0
70337.0,75,1,2,2,12,1,0,0,47,178,576,0,1.0,0.0,0.0,1.0,0.0
36145.0,13,4,4,1,3,9,0,1,41,378,172,1,0.0,0.0,1.0,0.0,1.0
65295.0,19,1,3,3,13,2,0,0,46,188,664,0,0.0,1.0,0.0,1.0,0.0
68118.0,51,2,8,9,4,6,0,0,63,254,928,1,1.0,0.0,0.0,1.0,0.0
68743.0,81,1,11,5,13,7,0,0,59,668,2074,0,1.0,0.0,0.0,1.0,0.0
41039.0,32,1,8,1,5,8,0,0,44,339,467,0,0.0,0.0,1.0,0.0,1.0
38946.0,84,2,3,1,6,5,0,0,71,248,257,1,1.0,0.0,0.0,0.0,1.0
65777.0,87,1,2,8,6,1,0,0,59,192,1146,0,1.0,0.0,0.0,0.0,1.0
66476.0,99,2,5,2,11,4,0,0,50,479,689,1,0.0,1.0,0.0,1.0,0.0
86857.0,96,1,5,6,10,2,0,1,54,655,2114,0,0.0,1.0,0.0,1.0,0.0
160803.0,21,15,0,28,1,0,0,0,44,694,1717,0,0.0,1.0,0.0,0.0,1.0
77845.0,40,1,3,5,12,1,0,0,37,44,1346,0,0.0,1.0,0.0,0.0,1.0
69476.0,3,1,4,6,4,2,0,0,57,272,1044,0,0.0,1.0,0.0,0.0,1.0
50611.0,98,6,4,5,7,6,0,1,66,633,493,1,0.0,1.0,0.0,1.0,0.0
61209.0,73,1,5,3,4,2,0,0,56,308,957,0,1.0,0.0,0.0,1.0,0.0
42315.0,90,3,1,4,4,3,0,0,68,352,270,1,0.0,1.0,0.0,0.0,1.0
13084.0,29,1,1,0,3,6,0,0,74,239,29,0,0.0,0.0,1.0,0.0,1.0
47570.0,3,3,2,2,2,7,0,1,77,396,121,2,0.0,1.0,0.0,1.0,0.0
61923.0,94,1,2,1,4,3,0,0,65,338,126,2,0.0,1.0,0.0,0.0,1.0
34824.0,65,1,1,0,2,6,0,0,31,95,23,0,1.0,0.0,0.0,1.0,0.0
26518.0,33,3,2,0,3,8,0,1,77,447,57,2,0.0,1.0,0.0,1.0,0.0
45938.0,46,2,8,4,6,6,0,0,65,238,636,0,1.0,0.0,0.0,1.0,0.0
78468.0,29,1,10,7,10,4,0,0,66,81,1004,0,1.0,0.0,0.0,0.0,1.0
78901.0,99,3,9,3,5,4,0,0,53,285,734,1,1.0,0.0,0.0,1.0,0.0
71427.0,26,2,8,2,8,4,0,0,48,109,614,2,1.0,0.0,0.0,0.0,1.0
71022.0,30,3,5,2,11,8,0,0,48,138,1453,1,1.0,0.0,0.0,1.0,0.0
90247.0,27,1,3,4,7,1,0,1,38,61,1621,0,0.0,1.0,0.0,1.0,0.0
41335.0,24,3,4,1,4,7,0,0,58,185,187,1,0.0,1.0,0.0,1.0,0.0
71952.0,93,2,8,4,8,4,0,0,40,535,1443,1,1.0,0.0,0.0,0.0,1.0
35682.0,34,1,1,1,3,2,0,0,56,2,57,1,0.0,1.0,0.0,1.0,0.0
43185.0,88,2,9,3,6,8,0,0,75,445,637,1,1.0,0.0,0.0,1.0,0.0
66375.0,96,3,2,4,5,7,0,0,78,220,948,1,0.0,1.0,0.0,0.0,1.0
35178.0,10,1,1,1,2,7,0,1,55,535,59,1,0.0,1.0,0.0,0.0,1.0
25252.0,26,1,1,0,2,8,0,0,40,352,18,1,1.0,0.0,0.0,0.0,1.0
55250.0,49,4,7,5,10,5,0,0,61,616,903,1,0.0,1.0,0.0,1.0,0.0
33249.0,11,2,2,1,3,6,0,0,51,494,112,1,1.0,0.0,0.0,1.0,0.0
58398.0,44,3,5,4,8,4,0,0,73,411,596,0,1.0,0.0,0.0,0.0,1.0
50272.0,75,3,4,1,5,7,0,0,44,326,233,1,1.0,0.0,0.0,0.0,1.0
76618.0,64,1,3,2,5,1,0,0,51,569,1511,0,0.0,1.0,0.0,0.0,1.0
87305.0,19,1,5,3,8,2,0,1,66,644,1152,0,0.0,0.0,1.0,1.0,0.0
25851.0,45,2,2,0,3,7,0,0,48,503,48,1,1.0,0.0,0.0,0.0,1.0
58710.0,77,6,11,5,9,6,0,0,56,455,1185,1,1.0,0.0,0.0,1.0,0.0
45160.0,9,1,1,0,2,7,0,0,68,92,21,2,1.0,0.0,0.0,1.0,0.0
74806.0,1,2,5,4,5,4,0,0,61,557,965,1,0.0,1.0,0.0,0.0,1.0
59111.0,90,1,11,1,8,7,0,0,72,423,869,0,1.0,0.0,0.0,0.0,1.0
18988.0,43,2,1,0,3,7,0,0,42,37,16,1,0.0,1.0,0.0,0.0,1.0
72190.0,79,1,5,6,4,3,0,0,61,501,1947,0,1.0,0.0,0.0,0.0,1.0
7500.0,19,5,4,1,2,9,0,1,50,697,71,1,1.0,0.0,0.0,0.0,1.0
44794.0,99,1,2,0,3,6,0,0,60,21,65,1,1.0,0.0,0.0,0.0,1.0
80395.0,62,1,6,5,12,2,0,0,71,218,1380,0,1.0,0.0,0.0,0.0,1.0
75012.0,41,1,3,8,11,1,0,0,50,155,1027,0,0.0,1.0,0.0,1.0,0.0
56962.0,60,7,6,3,5,7,0,0,61,261,411,3,0.0,1.0,0.0,0.0,1.0
89891.0,17,1,11,6,8,4,0,0,35,440,836,0,1.0,0.0,0.0,0.0,1.0
35946.0,24,1,0,0,3,5,0,0,77,275,11,2,0.0,1.0,0.0,1.0,0.0
53593.0,60,8,7,2,6,8,0,0,73,691,480,2,0.0,1.0,0.0,0.0,1.0
66373.0,57,7,4,2,10,3,0,0,48,382,606,2,1.0,0.0,0.0,0.0,1.0
45072.0,74,5,6,1,4,8,0,0,78,256,284,3,0.0,1.0,0.0,1.0,0.0
89694.0,22,3,4,3,4,5,0,0,53,263,1472,2,1.0,0.0,0.0,1.0,0.0
72025.0,46,1,4,8,13,2,0,1,77,61,1677,0,1.0,0.0,0.0,0.0,1.0
67432.0,69,2,8,5,4,4,0,0,53,457,1335,1,1.0,0.0,0.0,0.0,1.0
70545.0,29,1,4,1,7,2,0,0,74,26,334,1,0.0,1.0,0.0,0.0,1.0
17487.0,37,1,1,0,2,7,0,0,37,468,18,1,0.0,0.0,1.0,0.0,1.0
62882.0,26,2,7,5,6,4,0,0,57,689,1338,1,1.0,0.0,0.0,0.0,1.0
64108.0,8,4,6,9,11,5,0,0,73,463,1099,1,0.0,1.0,0.0,1.0,0.0
34941.0,26,2,3,0,3,8,0,0,70,480,97,2,0.0,1.0,0.0,0.0,1.0
48767.0,79,3,2,1,3,5,0,0,76,179,63,3,0.0,1.0,0.0,1.0,0.0
38702.0,71,2,3,0,4,6,0,0,48,332,109,1,0.0,0.0,1.0,0.0,1.0
82224.0,83,1,6,9,5,3,0,0,62,155,902,0,1.0,0.0,0.0,0.0,1.0
83844.0,57,1,4,4,11,1,0,0,74,413,1574,0,1.0,0.0,0.0,0.0,1.0
17003.0,37,3,2,0,4,5,0,0,51,202,38,1,0.0,0.0,1.0,0.0,1.0
71163.0,30,1,3,8,12,1,0,0,31,112,960,0,1.0,0.0,0.0,1.0,0.0
33697.0,34,1,1,0,2,7,0,0,56,287,28,1,1.0,0.0,0.0,1.0,0.0
63564.0,0,1,10,10,7,6,0,1,72,151,1215,0,0.0,0.0,1.0,0.0,1.0
83443.0,89,1,6,10,5,2,0,0,54,180,1497,0,0.0,1.0,0.0,0.0,1.0
51518.0,92,2,3,2,10,3,0,0,68,269,449,1,0.0,1.0,0.0,0.0,1.0
58330.0,87,1,6,4,13,4,0,0,51,186,1064,1,1.0,0.0,0.0,1.0,0.0
80952.0,20,1,8,5,11,8,0,1,57,486,1757,0,1.0,0.0,0.0,0.0,1.0
75507.0,56,1,8,6,6,3,0,0,47,58,1440,0,1.0,0.0,0.0,0.0,1.0
63855.0,28,1,7,3,13,4,0,0,48,505,1006,0,0.0,0.0,1.0,0.0,1.0
62220.0,55,5,7,6,5,6,0,1,54,687,1226,1,0.0,1.0,0.0,0.0,1.0
58512.0,25,5,3,4,8,8,0,0,62,283,1171,1,1.0,0.0,0.0,0.0,1.0
40662.0,0,2,2,1,3,4,0,0,47,471,92,1,0.0,1.0,0.0,0.0,1.0
38829.0,86,1,3,2,2,5,0,0,67,84,99,1,0.0,1.0,0.0,0.0,1.0
35523.0,8,2,3,0,3,7,0,0,45,269,66,1,0.0,0.0,1.0,0.0,1.0
79146.0,33,2,8,1,8,6,0,0,59,66,564,2,1.0,0.0,0.0,1.0,0.0
78285.0,13,1,6,4,10,3,0,0,38,244,1427,0,0.0,1.0,0.0,0.0,1.0
31626.0,12,1,2,1,2,7,0,1,48,415,86,1,0.0,1.0,0.0,1.0,0.0
75127.0,92,1,2,11,5,1,0,0,74,38,833,0,1.0,0.0,0.0,1.0,0.0
48726.0,90,3,3,2,4,6,0,0,71,428,242,1,1.0,0.0,0.0,0.0,1.0
74985.0,8,1,3,6,7,2,0,0,49,656,1869,0,1.0,0.0,0.0,0.0,1.0
67430.0,6,1,11,5,12,6,0,0,39,662,1364,0,1.0,0.0,0.0,0.0,1.0
46891.0,91,1,2,1,4,4,0,0,61,301,183,1,0.0,0.0,1.0,0.0,1.0
62058.0,52,4,6,1,7,6,0,0,70,399,450,1,0.0,1.0,0.0,0.0,1.0
72063.0,3,2,5,2,12,2,0,0,47,361,758,1,1.0,0.0,0.0,0.0,1.0
78939.0,57,1,8,5,6,3,0,0,75,199,1507,0,0.0,1.0,0.0,0.0,1.0
42720.0,9,8,7,3,7,8,0,1,61,431,654,2,1.0,0.0,0.0,1.0,0.0
33622.0,22,3,2,0,4,7,0,0,54,442,81,2,1.0,0.0,0.0,0.0,1.0
6835.0,76,0,0,0,1,20,0,0,69,568,137,1,0.0,1.0,0.0,0.0,1.0
41452.0,86,1,1,0,2,7,0,0,73,480,16,2,1.0,0.0,0.0,0.0,1.0
40760.0,64,2,2,1,3,6,0,0,61,303,93,1,0.0,1.0,0.0,1.0,0.0
74250.0,90,1,2,11,4,1,0,0,68,154,1158,0,0.0,1.0,0.0,0.0,1.0
51124.0,79,2,1,0,3,3,0,0,71,193,43,2,0.0,1.0,0.0,1.0,0.0
72258.0,28,2,6,9,5,2,0,0,55,290,1525,1,1.0,0.0,0.0,1.0,0.0
71466.0,86,1,4,4,10,1,0,0,52,85,1230,0,0.0,1.0,0.0,1.0,0.0
36283.0,42,2,1,0,3,4,0,0,50,76,29,2,1.0,0.0,0.0,0.0,1.0
20587.0,39,1,1,1,2,7,0,0,56,49,25,1,1.0,0.0,0.0,1.0,0.0
30467.0,8,1,1,0,2,7,0,0,54,102,24,1,1.0,0.0,0.0,0.0,1.0
31590.0,40,1,1,0,3,8,0,0,54,376,38,1,1.0,0.0,0.0,0.0,1.0
20425.0,5,2,2,0,3,7,0,0,40,608,57,1,0.0,0.0,1.0,0.0,1.0
17144.0,96,5,3,0,4,7,0,0,66,134,47,2,0.0,1.0,0.0,0.0,1.0
42564.0,28,6,6,8,4,7,0,1,58,543,813,1,0.0,1.0,0.0,1.0,0.0
43783.0,22,6,7,1,8,7,0,0,48,31,629,1,0.0,1.0,0.0,0.0,1.0
40780.0,30,4,7,1,5,9,0,0,50,659,377,1,1.0,0.0,0.0,1.0,0.0
62847.0,45,1,3,6,4,2,0,0,81,530,1612,0,0.0,1.0,0.0,0.0,1.0
82017.0,58,1,5,4,7,2,0,1,69,599,729,0,0.0,1.0,0.0,0.0,1.0
16813.0,49,1,2,0,3,7,0,0,76,345,50,0,1.0,0.0,0.0,1.0,0.0
51267.0,37,4,3,3,5,4,0,0,48,243,270,2,1.0,0.0,0.0,0.0,1.0
46524.0,70,2,1,1,5,3,0,0,65,450,177,1,1.0,0.0,0.0,1.0,0.0
45183.0,33,1,4,1,7,7,0,0,64,525,315,0,0.0,1.0,0.0,1.0,0.0
70421.0,98,3,10,3,7,6,0,0,72,1,767,1,0.0,1.0,0.0,0.0,1.0
60161.0,17,3,11,4,8,8,0,0,61,614,1071,1,0.0,0.0,1.0,1.0,0.0
73926.0,54,1,6,5,12,3,0,0,53,484,1580,0,1.0,0.0,0.0,0.0,1.0
19329.0,39,3,4,0,3,8,0,0,58,197,60,1,1.0,0.0,0.0,0.0,1.0
61872.0,81,4,4,4,9,4,0,0,56,198,573,1,0.0,1.0,0.0,0.0,1.0
46984.0,71,1,1,0,3,5,0,0,70,460,41,2,1.0,0.0,0.0,1.0,0.0
34838.0,62,3,2,1,4,6,0,0,75,526,170,2,1.0,0.0,0.0,0.0,1.0
82716.0,8,1,6,8,13,2,0,0,82,236,1167,0,0.0,1.0,0.0,1.0,0.0
48192.0,76,3,2,8,12,8,0,1,68,449,1526,0,1.0,0.0,0.0,0.0,1.0
49681.0,66,6,7,1,7,7,0,0,50,237,458,2,0.0,1.0,0.0,0.0,1.0
56850.0,83,1,1,1,3,2,0,0,55,98,63,1,0.0,1.0,0.0,0.0,1.0
55267.0,28,4,3,4,6,3,0,0,69,251,405,1,1.0,0.0,0.0,0.0,1.0
59666.0,87,7,3,2,8,8,0,0,54,464,1027,2,1.0,0.0,0.0,0.0,1.0
72504.0,43,2,5,9,6,2,0,0,54,449,1478,1,1.0,0.0,0.0,1.0,0.0
26872.0,0,1,1,1,2,6,0,0,45,256,72,0,1.0,0.0,0.0,0.0,1.0
21359.0,1,2,2,0,3,8,0,1,54,435,48,1,1.0,0.0,0.0,1.0,0.0
73170.0,1,1,5,4,6,2,0,0,51,29,726,0,1.0,0.0,0.0,1.0,0.0
52750.0,72,6,5,7,9,4,0,0,71,510,860,1,0.0,1.0,0.0,0.0,1.0
91820.0,72,0,5,5,12,1,0,0,40,218,1497,0,0.0,1.0,0.0,0.0,1.0
65968.0,12,2,5,4,7,3,0,0,56,48,495,1,0.0,1.0,0.0,0.0,1.0
30772.0,89,1,1,0,2,6,0,0,50,109,20,2,1.0,0.0,0.0,0.0,1.0
22507.0,67,3,10,2,4,9,0,0,72,582,570,0,1.0,0.0,0.0,1.0,0.0
65685.0,54,1,9,2,9,5,0,0,54,92,769,1,1.0,0.0,0.0,0.0,1.0
25804.0,34,2,2,0,3,8,0,0,48,301,55,1,0.0,0.0,1.0,0.0,1.0
76412.0,15,1,5,4,8,3,0,1,46,420,1808,0,0.0,1.0,0.0,1.0,0.0
22063.0,43,2,2,0,3,7,0,0,54,325,55,1,1.0,0.0,0.0,0.0,1.0
57091.0,0,1,7,3,7,5,0,1,65,14,577,0,1.0,0.0,0.0,1.0,0.0
22419.0,74,1,3,2,2,8,0,0,63,437,162,0,1.0,0.0,0.0,0.0,1.0
87771.0,61,1,5,10,4,6,0,1,67,403,1957,1,1.0,0.0,0.0,0.0,1.0
78353.0,51,1,10,2,11,8,0,0,67,439,1576,1,0.0,0.0,1.0,1.0,0.0
93404.0,97,3,3,4,7,5,0,0,72,418,1616,3,1.0,0.0,0.0,0.0,1.0
37859.0,75,2,1,0,3,8,0,0,64,533,36,3,1.0,0.0,0.0,1.0,0.0
80995.0,83,1,8,9,4,4,0,0,68,414,1482,1,0.0,1.0,0.0,1.0,0.0
16529.0,23,1,1,0,3,6,0,0,42,120,22,1,1.0,0.0,0.0,0.0,1.0
55412.0,65,1,2,0,3,5,0,0,50,219,63,2,0.0,1.0,0.0,1.0,0.0
48789.0,94,1,6,4,7,6,0,0,34,657,680,0,1.0,0.0,0.0,1.0,0.0
56575.0,42,3,7,3,7,5,0,0,59,420,542,2,0.0,1.0,0.0,0.0,1.0
25130.0,10,2,2,0,3,7,0,0,46,270,50,1,0.0,0.0,1.0,0.0,1.0
35441.0,94,2,1,0,3,8,0,0,59,500,39,2,1.0,0.0,0.0,0.0,1.0
71391.0,50,5,6,5,12,3,0,0,70,457,1043,1,1.0,0.0,0.0,0.0,1.0
49494.0,46,2,6,1,5,7,0,0,54,430,385,1,0.0,1.0,0.0,1.0,0.0
81702.0,98,1,7,7,12,3,0,0,46,644,1633,0,1.0,0.0,0.0,1.0,0.0
45889.0,42,1,1,0,3,6,0,0,46,362,46,1,0.0,0.0,1.0,1.0,0.0
56628.0,30,2,7,6,5,5,0,0,49,100,761,1,1.0,0.0,0.0,1.0,0.0
34026.0,11,3,2,1,3,5,0,0,76,328,76,2,1.0,0.0,0.0,0.0,1.0
40049.0,61,3,3,2,6,5,0,0,52,577,290,1,1.0,0.0,0.0,0.0,1.0
34176.0,12,4,3,0,4,6,0,0,38,48,89,1,1.0,0.0,0.0,1.0,0.0
